;X.102;X;pealkiri;url;rubriik;kuupaev;sisu;X.1;X.2;X.3;X.4;X.5;X.6;X.7;X.8;X.9;X.10;X.11;X.12;X.13;X.14;X.15;X.16;X.17;X.18;X.19;X.20;X.21;X.22;X.23;X.24;X.25;X.26;X.27;X.28;X.29;X.30;X.31;X.32;X.33;X.34;X.35;X.36;X.37;X.38;X.39;X.40;X.41;X.42;X.43;X.44;X.45;X.46;X.47;X.48;X.49;X.50;X.51;X.52;X.53;X.54;X.55;X.56;X.57;X.58;X.59;X.60;X.61;X.62;X.63;X.64;X.65;X.66;X.67;X.68;X.69;X.70;X.71;X.72;X.73;X.74;X.75;X.76;X.77;X.78;X.79;X.80;X.81;X.82;X.83;X.84;X.85;X.86;X.87;X.88;X.89;X.90;X.91;X.92;X.93;X.94;X.95;X.96;X.97;X.98;X.99;X.100;X.101
58616;58616;58274;Indrek Niibo: loogikaviga lõpuaktustega;https://www.postimees.ee/6965374/indrek-niibo-loogikaviga-lopuaktustega;Arvamus;5.05.2020, 00:00 ;Õpilase elus on kaks väga pidulikku sentimentaalset hetke: esimeses klassis ema-isa käe kõrval kooli minek ning suureks sirgununa aulas lõputunnistus vastuvõtmine. Selle teise piduliku hetke juurde kuuluvad tihti uued ülikonnad, uhked kleidid, härdusest nutvad vanemad ning lõhnavate lillesülemite alla mattuvad lõpetajad. Ning elu ühe ilusaima hetke teeb unustamatuks fotograaf, kes jäädvustab selle aastateks lõpualbumisse. Ilus, kas pole?Seda hetke võib ette kujutada muidugi ka nii: ärkate hommikul, avate uniselt pidžaamas kohvitassi kõrvalt Stuudiumi, et saada ligipääs Zoomile, kuulate direktori kõnet ühe eluetapi lõpust ja uue algusest ning leiate seejärel kirjakastist oma lõputunnistuse. Ongi läbi suur pingutus, ainult et kohustuslik pidulikkus on asendatud tüütu formaalsusega. Seejärel lähete jalgpallitrenni, kaubanduskeskusesse šoppama või Saaremaale turismireisile – need on nimelt jälle võimalikuks saanud.Kas kuskil on loogikaviga? Oleneb, kas olete koolilõpetaja, jalgpallur, Saaremaa ettevõtja või poeomanik. Igal juhul valdab paljusid koolilõpetajaid põhjendatud küsimus, miks neilt võetakse ära senise elu kõige pidulikum hetk, kui teistel lastakse kohtuda küll. Mõistan hästi valitsuse muret, et rahvakogunemised, mida lõpuaktused on, võivad tekitada uue viiruskolde.Kellelegi pole uudis, et 2020. aasta on kõike muud kui tavapärane, ning seega ei pea ka lahendused olema tavalised. Mitmes vahetuses aktused saab pidada vabas õhus distantsi hoides, kaugemad sugulased ja teised pealtvaatajad saavad jälgida seda videosilla kaudu. Riigi­ti on lähenetud loovalt: näiteks Jaapanis on pakutud võimalust, et lõpetajaid asendavad aktusel robotid, ning mitmel maal on lõpu­aktused veebis. Kuid see ei asenda siiski seda pidulikkust, mida paljud õpilased ootavad.Miks koolilõpetajailt võetakse ära senise elu kõige pidulikum hetk, kui teistel lastakse kohtuda küll?462  1Käesurumisest oleme loobunud, aga 2+2 reeglit järgiv piiratud kogunemine värskes õhus, mille juurde kuuluksid päris kleidid ja ülikonnad ning annus pidulikkust, oleks lõpetajaile ja nende vanemaile väärikas kummardus. Arvestades veel, et viimased on kaugõppe ajal olnud lapsevanemad, kokad, õpetajad ning lasteaiakasvatajad ühes isikus.Märkan igapäevatöös, et õpilased on kaugõppest ja e-lahendustest väsinud. Vaatasime 5. klassi õpilastega filmi sajanditagusest Eestist. Huvitav tagasiside, et selle aja positiivse küljena nähti võimalust õppida arvutita. Tegelikult mõistetav, sest iga asi väsitab, kui seda on liiga palju. Võibolla on e-eluga üledoseerimine see imeravim, mida lapsevanemad on ammu ihaldanud, et võidelda võsukeste nutisõltuvuse vastu. Varem üritati piirata nutitelefonis istumist, nüüd üritatakse piirata õues käimist. Värskest õhust on saanud see keelatud vili, mida ihaldada. Mõistan, et ühiskonna enamik peab selle piiramatu kasutamisega pisut ootama. Lõpetajatele võiks siin lahendus olla. Loomulikult turvareeglitega, aga lõpuaktus ikkagi toimuks.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
36234;36234;35896;Ratas: töö eelarvega jätkub, kokkulepet valitsuses ei ole;https://www.postimees.ee/7071300/ratas-too-eelarvega-jatkub-kokkulepet-valitsuses-ei-ole;Poliitika;25.09.2020, 14:57 ;Peaminister Jüri Ratas (KE) ütles reede pärastlõunal ERRile, et valitsus ei ole 2021. aasta riigieelarves kokkuleppele jõudnud.Praegu töö jätkub. Täna öelda ükskõik, mis asja kohta, et see on nii - seda ei saa, sellepärast, et üldkokkulepet ei ole eelarves ja meil on veel teatud lõigud lahti. Kindlasti töötame selle osas, et see oleks võimalikult majandust stimuleeriv, lisas peaminister.Ratase sõnul on ta optimistlik, et teisipäevaks on siiski eelarve dokument olemas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
44477;44477;44138;Hispaaniast põgenenud ekskuningas on väidetavalt Dominikaani Vabariigis;https://www.postimees.ee/7032339/hispaaniast-pogenenud-ekskuningas-on-vaidetavalt-dominikaani-vabariigis;Kirev elu;4.08.2020, 15:32 ;Hispaania endine kuningas Juan Carlos teatas 3. augustil, et lahkub kodumaalt korruptsiooniskandaali tõttu.Hispaania meedia andmetel lendas ekskuningas erilennuga Dominikaani Vabariiki, mille pealinnas Santo Domingos ta elama hakkab.Hispaania ja Šveitsi väljaannete andmetel sai Juan Carlos aastaid tagasi rohkem kui 60 miljoni euro suuruse altkäemaksu Saudi Araabiast raudtee ehitamise tehingute eest.Hispaania kuningakoda kinnitas, et ekskuningas lahkus kodumaalt seepärast, et ta poeg Felipe VI, kes on praegu troonil, saaks rahulikult elada. Kuningakoda ei ole Juan Carlose lendamist Dominikaani Vabariiki kinnitanud ega ümber lükanud.Hispaania väljaande La Vanguardia teatel sõitis 82-aastane ekskuningas 3. augusti õhtul autoga Portugali. Ta lendas sealt sõprade juurde Dominikaani Vabariiki, mis ei ole ta lõppsihtpunkt, vaid vahepeatus. Arvatakse, et ta uus elukoht on mõnes Lõuna-Ameerika riigis. El Mundo andmetel peab ekskuningas septembris Hispaaniasse naasma, sest siis tuleb tal prokuröriga nõu pidada. Juan Carlose advokaadi Javier Snchez-Junco Mansi sõnul ekskuningas ei põgene ning on vajadusel nii uurijate kui ka prokuröride kasutuses.Ekskuninga abikaasa, ekskuninganna Sofia ei lahkunud Hispaaniast, vaid elab edasi Madridis Zarzuela palees.Juan Carlos sai troonile 1975 pärast diktaator Francisco Franco surma ja Hispaanias peetakse tema teeneks riigi demokratiseerimist. Ta andis 2014 trooni üle pojale, kellest sai kuningas Felipe VI. Ekskuningas kaotas sellega puutumatuse.Dominikaani Vabariik on hispaaniakeelne riik Kariibi meres Hispaniola saare idaosas, saare lääneosas on Haiti.Dominikaani Vabariigi territoorium on olnud vaheldumisi Hispaania, Prantsusmaa, Haiti ja jälle Hispaania ning USA võimu all. 20. sajandil on USA korduvalt sekkunud riigi siseasjadesse. USA toetas Rafael Leónidas Trujillo diktatuuri (1930–1961). 1963. aastal kukutati parempoolse riigipöördega, mida toetas USA, vabariigi esimene demokraatlikult valitud president Juan Bosch. Ülestõus, mille eesmärgiks oli põhiseaduslik võim taastada, kujunes kodusõjaks. 1965. tungisid sisse USA väed ja algas Joaqun Balagueri diktatuur (1966–1978).1978. aastast on Dominikaani Vabariigis taas demokraatia.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20380;20380;20378;Politsei pidi pühade ajal tegelema joobes juhtide ja suhtevägivallaga;https://www.postimees.ee/7141868/politsei-pidi-puhade-ajal-tegelema-joobes-juhtide-ja-suhtevagivallaga;Eesti;26.12.2020, 21:46 ;Jõulupühade ajal on politsei pidanud kinni rohkem joobes juhte kui tavapäraselt ning rohkem on olnud ka lähisuhtevägivalda. Päästjate jaoks on aga jõuluaeg olnud rahulik, teatas laupäeval ETV uudistesaade Aktuaalne kaamera.Tallinna vanalinn oli laupäeva õhtupoolikul rahvast täis ja politseipatrullid jälgisid olukorda.Vabas õhus maski kandma ei pea. Küll aga tuli politseil seekordsete jõulude ajal aidata terviseametit ning kontrollida maskikandmise nõude täitmist kaubanduskeskustes, tanklates, kirikutes ja mujal kokku 450 kohas.Politsei hinnangul kannab enamus inimestest maski, kuid kahe päeva jooksul siiski jagati 1000 maski neile, kel seda kaasas polnud.Kahe päeva jooksul tabas politsei rohkem kui 60 joobes sõidukijuhti. Probleeme oli ka lähisuhtevägivallaga.Lähisuhtevägivalla juhtumeid on olnud ligi 90 nende pühade jooksul. Võib öelda, et rohkem kui tavapäraste päevade jooksul, lisas Trei.Päästeametile olid jõulud rahulikud. Päästjatel tuli näiteks eemaldada teedele kukkunud puid.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21895;21895;21893;USA-s registreeriti taas ööpäevane koroonanakkuste rekord;https://www.postimees.ee/7134360/usa-s-registreeriti-taas-oopaevane-koroonanakkuste-rekord;Maailm;16.12.2020, 07:04 ;USA-s registreeriti teisipäeval uus ööpäevane koroonaviiruse nakkuste rekord, Johns Hopkinsi ülikooli andmeil tuvastati 24 tunniga riigis üle 248 000 Covid-19 juhtumi. Samal perioodil suri 2706 viirusega nakatunut. Nakkusjuhtumid on Ühendriikides viimase kuuga hoogsalt kasvanud – uusi juhtumeid on viimasest 13 päevast kümnel tuvastatud üle 200 000. Haiglaravil viibib 113 000 Covidi patsienti, mis on samuti kõrgeim näitaja alates pandeemia algusest märtsis, ilmneb USA tervishoiuministeeriumi andmetest. Alanud vaktsineerimiskampaania praegusele puhangule mingit mõju ei avalda, sest ekspertide sõnul kulub mitu kuud, kuni immuniseeritud on küllalt inimesi, et see üldpilti mõjutama hakkaks. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
55508;55508;55168;Arst räägib, mis annab märku probleemist kilpnäärmega;https://www.postimees.ee/6980111/arst-raagib-mis-annab-marku-probleemist-kilpnaarmega;Tervis;23.05.2020, 11:09 ;Pidev väsimus võib olla märk kilpnäärme üle- või alatalitlusest. Teised kilpnäärmeprobleemidega seotud sümptomid on põhjendamatu kaalumuutus, meeleoluhäired, higistamine ning juuste väljalangemine. Kuidas kilpnäärmehaigust märgata ning mida ette võtta? Kilpnääre on väike liblikakujuline nääre kaela eesosas, mis toodab hormoone ja täidab kehas mitut funktsiooni. Peamine ülesanne on osaleda ainevahetuse, sealhulgas valkude ja süsivesikute ainevahetuse ja kehatemperatuuri regulatsioonis ning tagada kesknärvisüsteemi normaalne talitlus.Meditsiinilabori SYNLAB laboriarst Anneli Raave-Sepp selgitab, et kilpnäärme tööd saab hinnata hormoonide taseme kaudu. Kilpnäärme alatalitluse ehk hüpotüreoosi korral toodab kilpnääre hormoone liiga vähe. Hüpotüreoosi korral on inimene väsinud ja energiapuuduses ka pärast korralikku ööund, südametöö aeglustub, kõht on kinni, nahk kuiv, juuksed langevad välja ja isu küll ei ole, aga aeglase ainevahetuse tõttu kehakaal muudkui tõuseb. Kui kilpnäärme hormoone toodetakse aga liiga palju, on tegemist ületalitluse ehk hüpertüreoosiga ja esmasteks sümptomiteks on hoopis põhjendamatu kaalulangus suurenenud söögiisu foonil. Lisaks käte värisemine, närvilisus, liighigistamine ja kuumatalumatus ning taas tohutu väsimus.Enamus kilpnäärmehaiguste põdejatest on naisedProbleemid kilpnäärmega võivad vallanduda igas vanuses. Kilpnäärmehaigusega inimeste osakaal on ligikaudu 5 protsenti maailma rahvastikust. Sagedamini esinevad kilpnäärmehaigused naistel, seda fakti toetavad ka SYNLABis teostatud analüüside andmed. Põhjusena toob laboriarst välja joodivaeguse, mille vajadus kasvab naistel puberteedis ja raseduse ajal ning mida inimene saab peamiselt toidust. Eriti head joodi allikad on mereannid, piimasaadused ja muna, kuid joodi saab organism ka joogiveega põhjaveest. Kuna kilpnääre on närvisüsteemiga tihedalt seotud, on teiseks probleemide põhjustajaks stress ja ülepinge. Samas võivad närvilisus ja unehäired olla omakorda kilpnäärmehaiguse sümptomid, nendib ekspert. Kilpnäärmehaigustel on seos pärilikkusega, seega peaksid laboriarsti sõnul ennast vajadusel kontrollima eelkõige need, kelle emal või isal on haigus avaldunud. Oma kilpnääret võiks kontrollida last planeerides nii naised kui ka mehed, et hinnata rasestumise võimalikkust ja selle katkemise ohtu kilpnäärmeprobleemide tõttu. Muidugi ka kõik need, kes tunnevad liigset väsimust ja energiapuudust, kellel esineb järsk kaalulangus või -tõus ning teisi kilpnäärme ala- ja ületalitlusest tulenevaid sümptomeid.Anneli Raave-Sepp toob esile, et hea ülevaate võimalikust kilpnäärme ala- või ületalitlusest annavad kolm vereanalüüsi: TSH ehk kilpnääret stimuleeriv hormoon, FT4 ehk vaba türoksiin ja anti-TPO ehk türeoidperoksüdaasivastased antikehad, mis aitab selgitada kilpnäärmehaiguse autoimmuunset põhjust.Üldised tervisenäitajad kontrolli alla!Praegu on õige aeg hinnata ka oma üldisi terviseriske, et saada teada, kuidas viimaste kuude tubased tingimused: trennis pole käidud, liikumine on olnud piiratud ning söödud pigem rohkem, kui vaja ja mitte just kõige tervislikumalt, on mõjutanud üldiseid tervisenäitajaid. See on oluline oma tervisliku seisundi järjepidevaks hindamiseks ja tõsiste haiguste ennetamiseks, räägib arst. SYNLABi laboriarst soovitab analüüside tegemisel alati konsulteerida ka arstiga, et vaadata koos üle tulemused ja saada soovitused järgmisteks sammudeks.Enamik kilpnäärmeprobleemidest on kergesti ravitavadKilpnäärmehaigused on enamast healoomulised ja kergesti ravitavad ning ravi toob üsna kiiresti tagasi hea enesetunde ja elukvaliteedi. Kilpnäärme ületalitlus allub hästi türeostaatilisele ravile, raskemate juhtude korral on abi radiojoodravist. Alatalitluse korral rakendatakse hormoonasendusravi, mis on tavaliselt küll eluaegne, kuid tablettidega saab kilpnäärmehormooni organismis normis hoida ning inimene peaks ennast tundma sama hästi, kui haiguseta, selgitab Anneli Raave-Sepp. Vajalikud ainedTervisliku toitumise üldpõhimõtted nagu õige valkude, süsivesikute ja rasvade vahekord ning piisav kogus vitamiine ja mineraale kehtivad loomulikult ka kilpnäärme hea tervise puhul. Südameapteegi proviisor Mariana Džaniašvili räägib, et kilpnäärmehaiguste korral on kasulik lisada menüüsse järgmised toiduained: Atlandi punavetikas, metsmustikad, idandid, seller, petersell, küüslauk, kanepiseemned, kookosõli, parapähklid ja vaarikad. Lisaks on kilpnäärmele väga head erinevad ristõielised köögiviljad nagu lillkapsas, lehtkapsas, brokoli, peakapsas, üdikapsas ja lillnaeris.Toidulisanditest soovitab proviisor kilpnäärme toetamiseks tsinki, seleeni, punaseid merevetikaid ja spirulinat. Tsingi toidulisandid parandavad küll kilpnäärme hormoonide taset, kuid selle tarbimisega tuleb ettevaatlik olla ega tohi ületada lubatud kogust, hoiatab proviisor, sest ületarbimine võib põhjustada raua ja vase taseme vähenemist kehas ning kilpnäärme ületalitlust. Lisaks leiab apteegist kilpnäärme normaalse talitluse toetamiseks ka L-türosiini, joodi ja seleeni baasil põhinevaid tablette. Vajadusel on jätkuvalt hea pöörduda ning erinevate toidulisisandite toimeainete kohta infot küsida apteekritelt e-apteegist või telefoni teel ning võimalusel toidulisandid kontaktivabalt koju tellida kulleriga, soovitab Džaniašvili.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
37851;37851;37513;Kolm põletiku sümptomit, mis jäävad sageli märkamata;https://www.postimees.ee/7064104/kolm-poletiku-sumptomit-mis-jaavad-sageli-markamata;Tervis;16.09.2020, 20:56 ;Põletik on keha loomulik reaktsioon haiguste või vigastustega toime tulemiseks. Lühiajaline põletik ei ole halb, vaid hädavajalik – see on keha viis end haigustekitajate eest kaitsta, kuid kui põletikuline reaktsioon kestab liiga kaua, võib tekkida terviseprobleeme.Teadlased peavad kroonilist põletikku ka üheks oluliseks vähi riskiteguriks, sest see kahjustab inimese DNA-d ning suurendab rakkude muteerumise riski. Põletiku mõju rakkudele võib kiirendada vananemist, suurendada Alzheimeri tõve riski ning põhjustada kognitiivsete võimete vähenemist kõrgemas eas. Selleks, et kroonilisest põletikust tulenevat haiguste riski vähendada, tuleb osata see varakult ära tunda. Mõned levinud sümptomid võivad aga jääda märkamata.Juuste ja kulmukarvade välja langemine võib tekkida kroonilisest põletikust tingitud hormonaaltasakaalu kõikumise tagajärjel. Kui kulmukarvad – eriti kulmude otstest – välja langevad, võib olla tegemist kas kilpnäärme alatalitluse või kroonilise põletikuga.Akne ja nahaprobleemid – täiskasvanutel tekib sageli hormonaaltasakaalu häirumise tõttu. Krooniline põletik häirib endokriinsüsteemi tööd ning võib suurendada akne riski. Samuti põhjustab krooniline põletik nahaärritust või nahalöövet.Unehäireid peetakse sageli stressi sümptomiks, kuid tegelikult võib unehormooni tootmist häirida ka krooniline põletik. Kehv uni võib aga omakorda põletiku taset organismis suurendada.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
50901;50901;50562;Kohus kinnitas Baltika saneerimiskava;https://www.postimees.ee/7002273/kohus-kinnitas-baltika-saneerimiskava;Majandus;22.06.2020, 10:04 ;Pikka aega raskustes virelenud Baltika sai kohtus saneerimiskava kinnitatud.Meil on nüüd pankade, investorite, võlausaldajate ja kohtu toetus strateegilise pöörde elluviimiseks. Baltika on seni olnud ja jääb ka edaspidi oluliseks osaks Eesti majandusest, ütles Baltika juht Flavio Perini pressiteates.Me kindlasti tegeleme ettevõtte võtmevaldkondade ümberpööramisega, et reageerida kiiremini, olla kaasaegsem, paindlikum ning struktuurilt õhem. Töötame aktiivselt tooteportfelliga, et see oleks nooruslikum, stiilsem ja lahedam ning pälviks ostjate tähelepanu, lisas ta. 26. märtsi määrusega otsustas Harju maakohus algatada Baltika saneerimismenetluse. Baltika esitas 22. mail võlausaldajate poolt vastuvõetud saneerimiskava kohtule.Baltika Grupp lõpetas esimese kvartali 2,5 miljoni euro suuruse puhaskahjumiga, eelmise aasta sama perioodi kahjum oli 1,4 miljonit eurot.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4726;4726;4725;ERMi luulekonkursi võitjad on selgunud;https://www.postimees.ee/7213188/ermi-luulekonkursi-voitjad-on-selgunud;Kirjandus;30.03.2021, 02:21 ;Eesti Rahva Muuseumi luulekonkursile Elas kord… saabus 257 luuletust. Luuletusi kirjutati üle terve Eestimaa, luuletajate hulgas oli nii 8-aastaseid kui 82-aastaseid. Lemmikud valis välja nii rahvas kui ka žürii. Rahva lemmik selgus ERMi Facebook’i lehel, kus mitmed luuletused kogusid suisa üle 200 hääle. Hääletajate seas oli lemmikuim 11-aastase Tony Kütti luuletus Elas kord….ERMi töötajatest koosnev žürii koosseisus programmijuht Maarika Pokinen, keeletoimetaja Karin Kastehein ja koostöövõrgustike koordinaator Sirje Madisson valis välja oma lemmikud. Enne lugema asumist oli plaan selgitada välja parim luuletus nii kuni 16-aastaste loojate kategoorias kui täiskasvanute seas, siis see osutus väga keeruliseks. Luuletusi oli arvukalt ning väga häid töid oli mitmeid. Žürii esimees Maarika Pokinen: Paljudes luuletustes seiklesid lohed, printsessid ja karud. Aga see oli ka loomulik, sest konkurss oma tingimustega saigi inspiratsiooni ERMi muinasjutunäituselt. Seetõttu jäid enam silma need tööd, mille rõhk oli teistel teemadel või seotud eesti keelega: konkurss oli ellu kutsutud tähistamaks emakeelpäeva.Parimad luuletajad noorte (kuni 16 eluaastat) kategoorias:·       Monabel Pass (Kärdla)·       Berit Tikenberg (Jõgevamaa)·       Hanna-Liisa Kibe (Viljandimaa)·       Brenda Regina Reinaru (Tartu)Parimad luuletajad täiskasvanute kategoorias:·       Inga Roos (Tartu)·       Silvi Jänes (Tartu)·       Martiina Viil (Tartu)Eriauhinnad:·       Adeele Juus (Tartumaa) – imeline illustratsioon luuletusele·       Perekond Karpov (Valga) – koos perega loodud ja illustreeritud lugulaul·       Narva Vanalinna Riigikooli 4.a klass – viieteist õpilase poolt loodud luuletusedPeaauhindadeks nii rahva kui žürii lemmikutele on perepääsmed Eesti Rahva muuseumisse, eriauhindadeks priipääsmed muinasjutunäitusele.Kõiki luuletusi on võimalik lugeda ERMi Facebook’i lehel.Rahva lemmik ja žürii valitud parimad on näha ka ERMi kodulehel.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5744;5744;5743;Mati Raidma: kriisijuhtimises vajavad kõik lülid puhkust;https://www.postimees.ee/7208444/mati-raidma-kriisijuhtimises-vajavad-koik-lulid-puhkust;Tänane leht;24.03.2021, 00:01 ;Üks kriitiline tegur kriisidega hakkama saamisel on probleemide lahendamise ehk kriisihalduse suutlikkus. Siia lisan rõhutades: jätkusuutlikkus. Kriisijuhtimine on olemuselt meeskonnatöö. Selle toimimine, eriti pikaajaliste kriiside puhul nagu praegu, sõltub otseselt asjaolust, kui hästi suudame kriisijuhtimist roteerida, kirjutab riigikogu liige Mati Raidma (Reformierakond).Töö kriisiolukorras on kõike muud kui tervislik ega vasta sootuks rahuaja töökeskkonna nõuetele. Seda eriti neil, kes on kutsutud kriiside lahendamist juhtima. Pidev probleemide pealevool, mille lahendamiseks pole piisavalt aega, on igapäevane töörütmi kujundaja. Probleemid nõuavad lahendamist, neid ei saa edasi lükata või eirata.Kriisijuhtimises eksisteerib sellise olukorra lahendamiseks üks teoorias oluline, kuid praktikas tihti ununev meede: meeskonna värske ja võitlusvõimelisena hoidmine. Meeskonna roteerimine ei tohiks olla kriisireguleerimises midagi tavatut. Eriti kui hädaolukord on pikaajaline. Rahvusvahelises praktikas arvestatakse kriisireguleerija optimaalseks missiooni ajaks kolm nädalat. Mis hakkab juhtuma, kui selle peale ei mõelda, seda näeme kahjuks vaid valusatest kogemustest.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
